student_id,first_name,last_name,age,gender,grade_level,attendance_rate,math_score,science_score,english_score,average_score,assignments_completed,behavior_incidents,previous_failures,study_hours_per_week,extracurricular,notify_parents
S0797,Isabella,Garcia,13,Female,7,89.5,88,100,45,77.67,84.9,2,1,8.9,Yes,No
S0798,Mia,Taylor,18,Female,12,90.6,54,84,76,71.33,89.9,0,1,7.7,Yes,No
S0799,Jayden,Lewis,17,Male,11,97.0,77,75,98,83.33,69.6,1,0,13.8,Yes,No
S0800,Avery,Mitchell,13,Female,7,87.2,70,51,91,70.67,94.4,2,0,1.4,No,No
S0801,Olivia,Jones,16,Female,10,83.5,45,92,74,70.33,95.5,0,1,12.7,No,No
S0802,Hannah,Chavez,16,Female,10,92.7,96,54,65,71.67,85.4,2,0,14.3,No,No
S0803,Savannah,Wilson,13,Female,7,86.6,64,96,58,72.67,80.7,7,3,2.6,Yes,Yes
S0804,Henry,Nelson,12,Male,6,82.7,48,54,70,57.33,80.4,6,0,9.3,Yes,Yes
S0805,Levi,Walker,15,Male,9,89.1,57,84,99,80.0,87.2,0,1,16.0,No,No
S0806,Sofia,Howard,15,Female,9,87.1,99,84,93,92.0,94.3,5,2,3.6,Yes,Yes
S0807,Thomas,Baker,12,Male,6,81.7,44,51,99,64.67,95.0,1,0,7.6,No,No
S0808,Aria,Brooks,17,Female,11,60.9,58,67,85,70.0,62.4,2,1,2.9,Yes,Yes
S0809,Logan,Sanchez,12,Male,6,94.8,61,58,55,58.0,90.1,1,2,12.3,Yes,Yes
S0810,Isaac,Chavez,14,Male,8,74.9,85,49,95,76.33,90.8,0,0,8.3,No,No
S0811,Jayden,Davis,14,Male,8,88.4,63,56,93,70.67,86.9,0,1,10.0,No,No
S0812,Camila,Ramos,14,Female,8,95.9,94,76,52,74.0,76.9,2,1,0.6,Yes,No
S0813,Aubrey,Gutierrez,17,Female,11,97.6,92,50,71,71.0,68.8,3,1,8.3,No,Yes
S0814,Madison,Wilson,18,Female,12,89.4,46,56,64,55.33,89.0,2,0,6.0,No,No
S0815,James,Gutierrez,12,Male,6,89.7,67,74,97,79.33,91.5,6,0,8.1,No,No
S0816,Jaxon,Rivera,13,Male,7,91.8,54,44,59,52.33,71.4,2,3,1.7,Yes,Yes
S0817,Chloe,White,17,Female,11,93.6,52,55,46,51.0,56.5,1,2,6.5,No,Yes
S0818,Ella,Gomez,17,Female,11,82.3,58,80,86,74.67,56.8,1,2,5.5,No,Yes
S0819,Nora,Ramos,13,Female,7,80.2,53,57,79,63.0,92.2,1,1,6.4,Yes,No
S0820,Caleb,Williams,12,Male,6,90.9,68,45,74,62.33,58.5,4,0,14.8,Yes,Yes
S0821,Stella,Young,16,Female,10,87.1,97,91,89,92.33,99.1,2,1,4.9,Yes,No
S0822,Ethan,Walker,17,Male,11,68.9,58,67,63,62.67,77.1,0,2,14.2,Yes,Yes
S0823,Addison,Smith,12,Female,6,68.6,72,85,63,73.33,88.9,0,0,15.6,Yes,No
S0824,Violet,Walker,18,Female,12,87.3,97,64,89,83.33,54.1,1,0,10.7,No,No
S0825,Savannah,Carter,15,Female,9,85.0,76,68,71,71.67,93.3,3,0,7.5,Yes,No
S0826,Logan,Wilson,15,Male,9,91.9,80,95,50,75.0,70.8,1,0,2.4,No,No
S0827,Ellie,Perez,16,Female,10,60.1,100,57,65,74.0,92.4,0,1,2.8,No,No
S0828,Liam,Wood,17,Male,11,61.0,56,94,61,70.33,77.3,1,1,5.9,No,No
S0829,Lily,Martinez,16,Female,10,86.1,73,78,83,78.0,92.1,1,0,6.5,No,No
S0830,Cameron,Clark,16,Male,10,51.9,83,66,50,66.33,88.1,0,0,11.0,Yes,Yes
S0831,Lincoln,Carter,15,Male,9,89.9,66,44,63,57.67,70.5,4,2,0.4,Yes,Yes
S0832,Ava,Nelson,14,Female,8,92.2,90,86,98,91.33,78.7,1,3,2.6,Yes,No
S0833,Ava,Kelly,12,Female,6,87.0,86,92,93,90.33,96.0,2,0,16.1,No,No
S0834,Lillian,Murphy,15,Female,9,95.7,54,44,42,46.67,77.1,0,1,18.9,No,No
S0835,Cameron,Davis,14,Male,8,84.8,52,65,52,56.33,80.1,1,3,10.4,Yes,Yes
S0836,Julian,Johnson,13,Male,7,64.3,88,45,61,64.67,82.1,1,0,7.1,Yes,Yes
S0837,Emma,Anderson,16,Female,10,87.5,67,71,58,65.33,78.6,2,0,13.9,Yes,No
S0838,Ellie,Howard,14,Female,8,88.5,48,86,47,60.33,89.7,1,1,18.9,No,No
S0839,Theodore,Murphy,16,Male,10,74.5,66,96,68,76.67,92.9,3,1,18.3,Yes,Yes
S0840,Ellie,Young,14,Female,8,86.7,87,85,72,81.33,98.1,1,0,0.8,No,No
S0841,Lillian,Green,16,Female,10,85.3,87,100,52,79.67,79.1,2,4,5.4,Yes,No
S0842,Grayson,Hernandez,15,Male,9,76.7,92,47,63,67.33,91.0,2,1,15.8,No,Yes
S0843,Ella,Evans,18,Female,12,81.3,99,45,59,67.67,87.6,0,1,12.8,No,No
S0844,Sofia,Hill,15,Female,9,97.3,58,63,44,55.0,92.2,3,1,3.0,No,Yes
S0845,Leah,Turner,17,Female,11,81.1,45,88,88,73.67,71.1,2,1,1.2,No,No
S0846,Olivia,Wood,16,Female,10,96.7,99,54,55,69.33,64.4,1,0,3.2,Yes,Yes
S0847,James,Gutierrez,16,Male,10,90.5,98,86,42,75.33,87.5,1,0,13.3,Yes,No
S0848,Claire,Clark,12,Female,6,67.0,100,59,81,80.0,77.4,3,0,12.7,No,Yes
S0849,Amelia,Hernandez,13,Female,7,78.5,71,77,79,75.67,68.0,1,0,4.0,No,Yes
S0850,Luke,Sanchez,15,Male,9,76.9,65,86,55,68.67,90.9,1,1,19.6,Yes,Yes
S0851,James,Green,12,Male,6,60.5,42,85,87,71.33,80.0,0,0,12.6,Yes,No
S0852,Levi,Roberts,16,Male,10,96.7,54,66,60,60.0,76.2,2,1,1.3,No,No
S0853,Skylar,Nguyen,13,Female,7,73.3,53,72,94,73.0,85.1,3,1,18.5,No,Yes
S0854,Avery,Reed,13,Female,7,93.7,52,96,42,63.33,70.5,4,1,4.7,Yes,Yes
S0855,Elijah,Ward,12,Male,6,92.4,75,79,73,75.67,83.7,1,3,19.2,No,No
S0856,Mason,Cruz,12,Male,6,80.1,53,57,70,60.0,89.1,3,2,0.9,No,Yes
S0857,Sofia,Sanchez,15,Female,9,67.5,98,45,50,64.33,95.3,1,0,14.2,No,Yes
S0858,Luke,Stewart,18,Male,12,79.2,82,72,98,84.0,53.9,0,2,2.1,Yes,Yes
S0859,Jayden,Scott,13,Male,7,80.0,50,89,100,79.67,77.9,4,1,13.4,No,No
S0860,Christian,Wilson,17,Male,11,69.3,75,51,77,67.67,81.8,2,2,4.4,No,Yes
S0861,Grayson,Lewis,12,Male,6,90.9,61,61,88,70.0,95.8,6,0,1.6,No,No
S0862,Hazel,Nelson,18,Female,12,94.1,42,76,56,58.0,91.0,1,1,4.8,Yes,No
S0863,Hazel,Young,18,Female,12,81.0,46,62,71,59.67,86.4,1,0,7.1,Yes,No
S0864,Joseph,Garcia,17,Male,11,75.9,58,84,55,65.67,61.9,1,1,12.8,No,Yes
S0865,Emma,Perez,18,Female,12,66.4,47,60,63,56.67,63.8,3,1,1.3,Yes,Yes
S0866,Madison,Garcia,17,Female,11,72.1,41,95,92,76.0,84.4,8,0,12.6,Yes,Yes
S0867,Wyatt,Green,14,Male,8,82.1,75,76,70,73.67,73.3,1,0,15.7,Yes,No
S0868,Riley,Wood,13,Female,7,90.3,62,90,81,77.67,84.4,0,0,10.5,Yes,No
S0869,Jack,Ramos,13,Male,7,91.4,76,71,68,71.67,88.0,4,4,4.0,No,Yes
S0870,Ellie,Turner,12,Female,6,94.1,72,71,41,61.33,92.4,0,1,19.1,Yes,No
S0871,Anthony,Ramirez,14,Male,8,80.5,52,48,67,55.67,78.3,1,1,14.7,No,No
S0872,Joshua,Davis,14,Male,8,73.0,81,51,72,68.0,75.6,3,1,17.1,No,Yes
S0873,Mason,Flores,18,Male,12,73.8,94,68,94,85.33,62.9,1,4,2.9,No,Yes
S0874,Isabella,Lewis,13,Female,7,77.2,62,86,84,77.33,73.2,3,0,3.6,No,Yes
S0875,Harper,Roberts,14,Female,8,75.5,84,79,44,69.0,55.7,1,0,16.4,No,Yes
S0876,Lillian,King,18,Female,12,88.0,42,60,97,66.33,76.2,2,0,2.3,No,No
S0877,Sofia,Mitchell,15,Female,9,87.6,49,59,71,59.67,71.6,0,1,6.1,Yes,No
S0878,Riley,Scott,13,Female,7,83.4,98,93,88,93.0,76.1,1,0,9.3,No,No
S0879,Nora,Miller,12,Female,6,70.8,100,87,82,89.67,77.3,2,1,15.9,No,No
S0880,Emma,Smith,12,Female,6,79.1,85,58,94,79.0,72.9,4,0,1.2,No,Yes
S0881,Madison,Nguyen,13,Female,7,64.6,86,63,78,75.67,59.6,2,2,1.8,Yes,Yes
S0882,Audrey,Wood,17,Female,11,92.4,86,57,69,70.67,85.6,1,0,13.1,No,No
S0883,Natalie,Adams,14,Female,8,85.7,90,49,46,61.67,75.9,2,3,11.1,No,Yes
S0884,Cameron,Adams,18,Male,12,68.8,67,60,41,56.0,93.7,1,0,18.9,Yes,Yes
S0885,Aria,Reyes,18,Female,12,85.3,87,57,90,78.0,80.5,1,1,7.2,No,No
S0886,Andrew,Green,15,Male,9,84.9,86,44,86,72.0,90.0,1,0,16.6,No,No
S0887,Abigail,Ward,12,Female,6,86.1,61,74,75,70.0,77.3,2,0,9.3,No,No
S0888,Luke,Evans,12,Male,6,95.7,48,73,65,62.0,82.8,1,0,9.7,Yes,No
S0889,Thomas,Richardson,14,Male,8,92.0,74,56,77,69.0,67.8,2,4,1.0,Yes,Yes
S0890,Emily,Brown,12,Female,6,79.8,87,97,58,80.67,83.9,0,2,17.1,No,Yes
S0891,Jackson,Kelly,16,Male,10,67.8,56,99,83,79.33,94.3,4,0,11.1,Yes,Yes
S0892,Aiden,Allen,13,Male,7,63.7,59,97,99,85.0,76.9,0,0,6.7,Yes,No
S0893,Addison,Howard,12,Female,6,95.2,97,54,74,75.0,74.9,3,0,13.9,Yes,No
S0894,Jack,Chavez,12,Male,6,79.3,99,48,56,67.67,76.6,4,0,11.6,Yes,Yes
S0895,Lucy,Lee,14,Female,8,63.6,64,81,83,76.0,95.8,0,3,9.9,Yes,Yes
S0896,Aiden,Walker,15,Male,9,91.2,97,87,77,87.0,96.0,0,0,6.5,No,No
S0897,Audrey,Hall,16,Female,10,70.8,82,80,85,82.33,81.7,3,1,1.5,No,Yes
S0898,Audrey,Green,18,Female,12,53.5,63,44,82,63.0,91.3,0,0,12.9,No,Yes
S0899,Madison,Morris,17,Female,11,82.4,42,60,54,52.0,98.8,2,0,3.8,Yes,No
S0900,Aurora,Anderson,17,Female,11,86.1,95,44,100,79.67,84.8,1,0,10.4,Yes,No
S0901,Addison,Evans,15,Female,9,83.5,64,98,55,72.33,65.9,3,0,15.4,No,Yes
S0902,Lucas,Diaz,15,Male,9,80.6,63,92,67,74.0,58.8,2,1,19.3,No,No
S0903,Oliver,Allen,16,Male,10,91.3,93,49,54,65.33,69.2,3,0,14.7,No,Yes
S0904,Mia,Howard,14,Female,8,76.6,43,91,55,63.0,80.4,1,2,6.0,Yes,Yes
S0905,Camila,Roberts,13,Female,7,92.8,56,79,76,70.33,92.6,0,0,10.8,Yes,No
S0906,Mia,Hall,12,Female,6,68.8,100,96,99,98.33,57.8,5,0,14.3,No,Yes
S0907,Noah,Scott,15,Male,9,91.4,69,41,86,65.33,78.3,2,3,9.6,Yes,Yes
S0908,Logan,Scott,17,Male,11,67.6,40,46,72,52.67,90.8,1,1,4.5,No,Yes
S0909,Elijah,Jackson,16,Male,10,79.6,79,82,61,74.0,61.2,3,1,11.0,Yes,Yes
S0910,Chloe,Davis,13,Female,7,80.2,69,47,64,60.0,93.2,4,0,6.7,Yes,Yes
S0911,Aubrey,Hernandez,14,Female,8,83.4,78,77,67,74.0,85.4,0,0,14.6,Yes,No
S0912,Aria,Lee,14,Female,8,97.4,41,95,54,63.33,70.3,1,1,2.8,Yes,No
S0913,Lily,Wilson,13,Female,7,78.7,96,69,56,73.67,72.2,0,0,7.6,No,No
S0914,Natalie,Walker,13,Female,7,69.4,65,65,97,75.67,98.7,3,1,12.4,Yes,Yes
S0915,Emily,Flores,12,Female,6,79.2,40,87,62,63.0,87.1,1,2,6.3,No,Yes
S0916,Aurora,Garcia,16,Female,10,95.2,65,66,92,74.33,97.3,1,4,11.4,Yes,No
S0917,Aubrey,Kim,12,Female,6,72.0,92,86,43,73.67,55.9,0,0,2.4,No,Yes
S0918,Addison,Cooper,14,Female,8,94.4,58,42,52,50.67,87.7,3,0,13.0,Yes,Yes
S0919,Ryan,Allen,14,Male,8,86.0,78,72,75,75.0,83.9,1,2,10.7,Yes,No
S0920,Riley,Wilson,15,Female,9,91.8,40,47,81,56.0,72.7,3,1,17.3,No,Yes
S0921,Claire,Cox,18,Female,12,77.7,71,41,89,67.0,54.3,0,0,17.4,No,Yes
S0922,Theodore,Hill,16,Male,10,79.4,81,42,63,62.0,79.0,1,2,5.1,Yes,Yes
S0923,Andrew,Miller,16,Male,10,81.8,42,86,72,66.67,87.0,0,1,4.5,No,No
S0924,Lily,Brooks,12,Female,6,78.0,65,70,91,75.33,79.3,2,2,15.7,Yes,Yes
S0925,Evelyn,Morris,16,Female,10,71.7,83,90,87,86.67,82.0,4,1,5.9,Yes,Yes
S0926,Jayden,Howard,18,Male,12,79.5,69,77,60,68.67,52.5,0,1,5.0,Yes,Yes
S0927,Eli,Morris,18,Male,12,95.0,97,42,65,68.0,66.4,2,3,6.9,No,Yes
S0928,Hannah,Johnson,14,Female,8,92.6,71,46,58,58.33,87.8,1,0,19.9,No,No
S0929,Dylan,Young,18,Male,12,69.9,58,44,68,56.67,71.6,0,0,3.6,No,Yes
S0930,Alexander,Martin,12,Male,6,88.9,48,91,78,72.33,69.2,3,1,13.8,Yes,Yes
S0931,Lucy,Edwards,15,Female,9,95.8,43,64,59,55.33,92.1,2,0,4.1,No,No
S0932,Jaxon,Diaz,18,Male,12,72.4,87,85,66,79.33,70.1,2,0,12.3,No,No
S0933,Mia,Rivera,18,Female,12,82.9,81,79,81,80.33,91.5,0,0,9.8,Yes,No
S0934,Anthony,Nguyen,18,Male,12,83.7,75,67,48,63.33,84.0,5,0,9.8,Yes,Yes
S0935,Liam,Davis,14,Male,8,84.3,76,87,86,83.0,75.1,3,0,8.7,No,No
S0936,Scarlett,Diaz,14,Female,8,91.5,79,70,94,81.0,83.1,1,3,4.9,No,No
S0937,Avery,Turner,15,Female,9,75.8,87,66,66,73.0,88.9,4,2,19.5,No,Yes
S0938,Abigail,Martinez,16,Female,10,74.3,73,82,46,67.0,73.0,2,3,14.5,No,Yes
S0939,Adrian,Richardson,13,Male,7,75.6,95,95,56,82.0,55.7,3,2,8.5,Yes,Yes
S0940,Liam,Chavez,17,Male,11,67.6,82,88,71,80.33,63.6,3,0,12.7,Yes,Yes
S0941,Ava,Johnson,18,Female,12,71.1,82,65,88,78.33,92.1,0,0,17.4,Yes,No
S0942,Levi,Morris,12,Male,6,90.4,71,74,49,64.67,69.1,2,0,5.6,Yes,Yes
S0943,Levi,Smith,14,Male,8,71.5,60,46,50,52.0,69.3,7,1,14.2,No,Yes
S0944,Andrew,Anderson,18,Male,12,82.9,59,46,92,65.67,63.6,3,0,6.7,No,Yes
S0945,Hannah,Hall,16,Female,10,85.8,58,64,44,55.33,91.5,1,2,1.2,Yes,Yes
S0946,Madison,Thomas,12,Female,6,84.7,80,42,77,66.33,73.1,2,1,19.2,Yes,No
S0947,Samuel,Miller,13,Male,7,86.0,87,87,94,89.33,70.5,2,0,2.4,No,No
S0948,Mateo,Cruz,14,Male,8,81.4,67,47,62,58.67,84.8,1,0,18.8,Yes,No
S0949,Eli,Lewis,16,Male,10,90.9,74,47,57,59.33,83.1,3,0,5.1,Yes,Yes
S0950,Zoey,Chavez,13,Female,7,89.4,65,81,86,77.33,92.5,1,2,12.3,Yes,No
S0951,Emma,Morgan,12,Female,6,85.0,46,55,71,57.33,78.8,2,2,4.8,Yes,Yes
S0952,Victoria,Rogers,14,Female,8,72.8,59,83,86,76.0,82.3,0,1,3.7,Yes,No
S0953,Claire,Cook,15,Female,9,95.6,54,86,41,60.33,81.6,1,2,0.4,Yes,Yes
S0954,Ethan,Allen,18,Male,12,83.3,56,77,46,59.67,80.9,1,1,8.6,Yes,No
S0955,Theodore,Gutierrez,18,Male,12,65.7,98,82,67,82.33,93.7,2,1,17.1,Yes,No
S0956,Liam,Rogers,16,Male,10,67.8,42,94,58,64.67,86.3,2,2,17.1,Yes,Yes
S0957,Aria,Johnson,18,Female,12,74.3,75,98,99,90.67,81.5,2,2,17.9,No,Yes
S0958,Ethan,Murphy,17,Male,11,76.0,79,86,90,85.0,86.5,1,1,13.4,No,No
S0959,James,Brooks,18,Male,12,78.4,92,91,86,89.67,93.0,0,1,7.0,No,No
S0960,Bella,Richardson,17,Female,11,83.7,85,100,78,87.67,79.8,0,2,18.9,Yes,No
S0961,Lucy,Flores,16,Female,10,87.7,41,89,65,65.0,90.6,4,1,7.1,Yes,Yes
S0962,Ava,Ramirez,13,Female,7,52.4,45,57,91,64.33,91.5,0,1,1.0,Yes,Yes
S0963,Christian,Hall,17,Male,11,95.9,56,65,65,62.0,68.5,2,3,13.0,Yes,Yes
S0964,Aaron,Martin,15,Male,9,91.9,71,90,49,70.0,70.5,1,0,6.0,No,No
S0965,Skylar,Diaz,15,Female,9,75.3,55,97,40,64.0,86.8,0,3,18.1,No,Yes
S0966,Andrew,Morris,16,Male,10,84.7,100,67,67,78.0,73.0,1,1,8.1,Yes,No
S0967,Samuel,Wright,12,Male,6,79.7,68,89,95,84.0,94.9,1,1,5.7,Yes,No
S0968,Mila,White,18,Female,12,78.8,79,87,69,78.33,87.3,1,0,18.4,No,No
S0969,Claire,Ortiz,16,Female,10,82.6,100,98,54,84.0,81.5,0,4,11.0,No,No
S0970,Lincoln,Miller,16,Male,10,84.0,54,63,62,59.67,89.0,1,3,9.9,No,Yes
S0971,Ryan,Rogers,17,Male,11,76.4,69,76,76,73.67,61.9,1,0,16.8,No,Yes
S0972,Eleanor,Turner,16,Female,10,74.1,77,76,98,83.67,86.9,1,0,6.6,Yes,No
S0973,Luke,Murphy,15,Male,9,92.2,48,40,61,49.67,84.9,0,0,7.5,Yes,No
S0974,Scarlett,Morales,14,Female,8,78.6,40,57,64,53.67,83.0,2,3,18.2,Yes,Yes
S0975,Olivia,Green,13,Female,7,81.9,99,80,90,89.67,95.3,1,4,17.5,Yes,No
S0976,Samuel,Torres,15,Male,9,88.0,63,77,84,74.67,83.4,6,2,9.9,No,Yes
S0977,Gabriel,Stewart,18,Male,12,88.1,63,62,99,74.67,65.3,0,0,10.4,Yes,No
S0978,Liam,Smith,13,Male,7,70.9,83,48,97,76.0,64.4,0,2,5.6,No,Yes
S0979,Victoria,Ward,14,Female,8,80.9,82,75,91,82.67,92.3,0,2,5.6,Yes,No
S0980,Emily,Gutierrez,12,Female,6,89.8,69,96,92,85.67,78.6,1,1,0.8,No,No
S0981,Aurora,Ramirez,17,Female,11,60.1,87,42,89,72.67,57.9,0,1,5.5,Yes,Yes
S0982,Ella,Scott,14,Female,8,96.5,54,73,65,64.0,94.4,0,0,0.7,Yes,No
S0983,Evelyn,Gutierrez,16,Female,10,79.8,44,64,98,68.67,78.1,2,0,8.5,Yes,Yes
S0984,Nathan,Flores,12,Male,6,85.2,50,77,98,75.0,88.7,2,3,13.8,No,No
S0985,Emma,Stewart,18,Female,12,93.0,59,61,82,67.33,58.5,0,3,4.9,Yes,Yes
S0986,Lucas,Nguyen,14,Male,8,99.7,66,74,97,79.0,66.3,0,0,16.6,Yes,No
S0987,Joshua,Young,17,Male,11,66.7,61,91,79,77.0,65.8,0,1,1.7,No,Yes
S0988,Amelia,Nguyen,15,Female,9,84.6,70,71,68,69.67,88.9,1,0,7.9,No,No
S0989,Lincoln,Walker,17,Male,11,82.9,95,84,71,83.33,77.1,5,1,4.5,No,No
S0990,Brooklyn,Parker,13,Female,7,94.6,73,60,41,58.0,83.2,1,0,13.6,No,No
S0991,Penelope,Harris,18,Female,12,87.5,44,52,97,64.33,86.2,2,1,9.7,Yes,No
S0992,Caleb,Kelly,15,Male,9,79.6,92,49,90,77.0,97.5,6,0,13.0,Yes,Yes
S0993,Elizabeth,Hernandez,15,Female,9,93.0,49,79,47,58.33,96.6,1,2,7.1,Yes,Yes
S0994,Matthew,Rivera,14,Male,8,93.5,51,88,40,59.67,93.9,5,0,18.2,No,Yes
S0995,Anthony,White,18,Male,12,80.6,43,79,91,71.0,55.5,0,2,10.8,No,Yes
S0996,Nathan,Taylor,14,Male,8,82.7,64,73,100,79.0,59.7,2,0,1.6,No,No
S0997,Andrew,Stewart,18,Male,12,93.6,52,58,73,61.0,88.9,1,0,13.1,No,No
S0998,Owen,King,18,Male,12,67.0,89,76,91,85.33,85.9,1,0,12.9,No,No
S0999,Brooklyn,Flores,15,Female,9,93.7,70,99,40,69.67,75.3,4,0,4.1,Yes,Yes
S1000,Owen,Morales,16,Male,10,54.0,45,79,54,59.33,89.2,0,0,10.7,Yes,Yes
